Charge Code/APC Package,Description,Hospital Price,Revenue Code,CPT/HCPCS,NDC,Cash Price,,Blue Cross Commercial,Blue Cross Chip,Blue Cross Special Care,Blue Cross Community Blue,Blue Cross Federal,UPMC Commercial,UPMC For Life,UHC,United Healthcare Medicare,Cigna,Aetna Commercial,Aetna Medicare,,MIN,MAX
66940,FACTOR V GENE ANAL LEIDEN VAR,390,319,81241,,171.6,,163.79,73.19,51.36,153.56,163.79,175.5,73.37,68,73.37,177.45,180.49,74.84,,51.36,180.49
53730,CATHETER IV PERIPHERAL PICC,392,272,C1751,,172.48,, -   , -   , -   , -   , -   ,176.4, -   ,227.36, -   ,178.36, -   , -   ,,176.4,227.36
64944,"LOW FREQ,NONTHERMAL ULTRASOUND",392,420,97610,,172.48,,354.54,158.43,111.17,332.41,354.54,176.4,158.82,227.36,158.82,178.36,390.7,162,,111.17,390.7
64944,"LOW FREQ,NONTHERMAL ULTRASOUND",392,420,97610,,172.48,,354.54,158.43,111.17,332.41,354.54,176.4,158.82,227.36,158.82,178.36,390.7,162,,111.17,390.7
64628,"LOW FREQ,NONTHERMAL ULTRASOUND",392,510,97610,,172.48,,354.54,158.43,111.17,332.41,354.54,176.4,158.82,227.36,158.82,178.36,390.7,162,,111.17,390.7
76106,TOMOGRAPHY SINGLE PLANE,393,320,76100,,172.92,,227.41,101.62,71.31,213.21,227.41,226.54,101.87,227.94,101.87,178.82,250.6,103.91,,71.31,250.6
70260,SKULL COMP MIN 4 VWS,393,320,70260,,172.92,,227.41,101.62,71.31,213.21,227.41,138.86,101.87,227.94,101.87,178.82,250.6,103.91,,71.31,250.6
70260,SKULL COMP MIN 4 VWS,393,320,70260,,172.92,,227.41,101.62,71.31,213.21,227.41,138.86,101.87,227.94,101.87,178.82,250.6,103.91,,71.31,250.6
70260,SKULL COMP MIN 4 VWS,393,320,70260,,172.92,,227.41,101.62,71.31,213.21,227.41,138.86,101.87,227.94,101.87,178.82,250.6,103.91,,71.31,250.6
70260,SKULL COMP MIN 4 VWS,393,320,70260,,172.92,,227.41,101.62,71.31,213.21,227.41,138.86,101.87,227.94,101.87,178.82,250.6,103.91,,71.31,250.6
66132,INJECTION PERFLUTREN LIPID 1ML,393,636,Q9957,,172.92,, -   , -   , -   , -   , -   ,312.2, -   ,227.94, -   ,178.82, -   , -   ,,178.82,312.2
68235,INFECTIOUS AGENT DETECT NOS,394,300,87799,,173.36,,95.63,42.73,29.99,89.66,95.63,245.23,42.84,28,42.84,179.27,105.39,43.7,,28,245.23
59653,PACKED RBC,394,390,P9021,,173.36,,311.99,139.41,97.83,292.52,311.99,"1,874.36",139.76,228.52,139.76,179.27,343.81,142.56,,97.83,"1,874.36"
8663,CHEST PHYSIO THERAPY-INTITIAL,394,460,94667,,173.36,,221.23,98.85,69.37,207.42,221.23,93.17,99.1,228.52,99.1,179.27,243.79,101.08,,69.37,243.79
67638,GRAFIX CORE PER SQ CM,395,636,Q4132,,173.8,, -   , -   , -   , -   , -   ,177.75, -   ,229.1, -   ,179.73, -   , -   ,,177.75,229.1
67639,GRAFIX CORE PER SQ CM WASTE,395,636,Q4132,,173.8,, -   , -   , -   , -   , -   ,177.75, -   ,229.1, -   ,179.73, -   , -   ,,177.75,229.1
67030,GRAFIX PRIME PER SQ CM,395,636,Q4133,,173.8,, -   , -   , -   , -   , -   ,177.75, -   ,229.1, -   ,179.73, -   , -   ,,177.75,229.1
67031,GRAFIX PRIME PER SQ CM WASTE,395,636,Q4133,,173.8,, -   , -   , -   , -   , -   ,177.75, -   ,229.1, -   ,179.73, -   , -   ,,177.75,229.1
67326,DNA/RNA RESEQUENDING,398,300,87153,,175.12,,257.53,115.07,80.75,241.45,257.53,179.1,115.36,28,115.36,181.09,283.79,117.67,,28,283.79
74223,SMALL BOWEL W/GASTROGRAFIN,398,320,74250,,175.12,,369.72,165.21,115.93,346.64,369.72,199.32,165.62,230.84,165.62,181.09,407.43,168.93,,115.93,407.43
74250,SMALL BOWEL,398,320,74250,,175.12,,369.72,165.21,115.93,346.64,369.72,199.32,165.62,230.84,165.62,181.09,407.43,168.93,,115.93,407.43
65235,VITAMIN B6,400,301,84207,,176,,62.73,28.03,19.67,58.81,62.73,166.91,28.1,28,28.1,182,69.13,28.66,,19.67,182
65409,PHOSPHATIDYLCERINE AB,401,302,86148,,176.44,,35.87,16.03,11.25,33.63,35.87,187.17,16.07,28,16.07,182.46,39.53,16.39,,11.25,187.17
67234,PHOSPHATIDYLCERINE AB,401,302,86148,,176.44,,35.87,16.03,11.25,33.63,35.87,187.17,16.07,28,16.07,182.46,39.53,16.39,,11.25,187.17
60808,CRITICAL CARE E&M EACH ADDTL 3,401,450,99292,,176.44,, -   , -   , -   , -   , -   ,165.21, -   ,232.58, -   ,182.46, -   , -   ,,165.21,232.58
51345,PARATHYROID HORMONE GROUP,402,301,83970,,176.88,,92.15,41.18,28.9,86.4,92.15,174.36,41.28,28,41.28,182.91,101.55,42.11,,28,182.91
66222,PARATHYROID HORMONE,402,301,83970,,176.88,,92.15,41.18,28.9,86.4,92.15,174.36,41.28,28,41.28,182.91,101.55,42.11,,28,182.91
65626,"POTASSIUM, FECES",402,301,84999,,176.88,, -   , -   , -   , -   , -   ,2.18, -   ,28, -   ,182.91, -   , -   ,,2.18,182.91
84679,OSMALALITY STOOL,402,301,84999,,176.88,, -   , -   , -   , -   , -   ,2.18, -   ,28, -   ,182.91, -   , -   ,,2.18,182.91
67722,DRESS/DEBRID P THICK BURN S,403,510,16020,,177.32,,354.54,158.43,111.17,332.41,354.54,234.3,158.82,233.74,158.82,183.37,390.7,162,,111.17,390.7
40504,INHALER INSTRUCT WO PLACEBO,404,410,94664,,177.76,,373.25,166.79,117.04,349.95,373.25,77.53,167.2,234.32,167.2,183.82,411.31,170.54,,77.53,411.31
52436,MDI ADMINISTRATION BY RCP,404,410,94664,,177.76,,373.25,166.79,117.04,349.95,373.25,77.53,167.2,234.32,167.2,183.82,411.31,170.54,,77.53,411.31
61202,INHALER INSTRUCTION W PLACEBO,404,410,94664,,177.76,,373.25,166.79,117.04,349.95,373.25,77.53,167.2,234.32,167.2,183.82,411.31,170.54,,77.53,411.31
14991,HHN RX,404,410,94640,,177.76,,373.25,166.79,117.04,349.95,373.25,51.53,167.2,234.32,167.2,183.82,411.31,170.54,,51.53,411.31
67370,EZPAP PET THERAPY,404,410,94640,,177.76,,373.25,166.79,117.04,349.95,373.25,51.53,167.2,234.32,167.2,183.82,411.31,170.54,,51.53,411.31
67354,FLUTTER TREATMENT,404,460,94664,,177.76,,373.25,166.79,117.04,349.95,373.25,77.53,167.2,234.32,167.2,183.82,411.31,170.54,,77.53,411.31
68330,ENDOBRONCHIAL US FNA DEVICE 22,407,272,,,179.08,, -   , -   , -   , -   , -   ,183.15, -   ,236.06, -   ,185.19, -   , -   ,,183.15,236.06
68331,ENDOBRONCHIAL US FNA DEVICE 25,407,272,,,179.08,, -   , -   , -   , -   , -   ,183.15, -   ,236.06, -   ,185.19, -   , -   ,,183.15,236.06
66509,PERCENT REACTIVE Ab (PRA),408,300,86808,,179.52,,66.26,29.61,20.78,62.12,66.26,189.34,29.68,28,29.68,185.64,73.01,30.27,,20.78,189.34
58545,"ORGANIC ACIDE, QUAL URINE",408,301,83919,,179.52,,36.72,16.41,11.52,34.43,36.72,103.8,16.45,28,16.45,185.64,40.47,16.78,,11.52,185.64
65748,OSTEOCALCIN,409,301,83937,,179.96,,66.64,29.78,20.9,62.48,66.64,189.21,29.85,28,29.85,186.1,73.43,30.45,,20.9,189.21
58665,CROMOSOME ANALYSIS ADD CELLS C,409,310,88285,,179.96,,60.07,26.84,18.84,56.32,60.07,106.89,26.91,68,26.91,186.1,66.2,27.45,,18.84,186.1
60099,EVAL VOICE PROSTHETIC,409,444,92597,,179.96,,163.52,73.07,51.28,153.31,163.52,92.3,73.25,237.22,73.25,186.1,180.2,74.72,,51.28,237.22
60099,EVAL VOICE PROSTHETIC,409,444,92597,,179.96,,163.52,73.07,51.28,153.31,163.52,92.3,73.25,237.22,73.25,186.1,180.2,74.72,,51.28,237.22
68145,XRAY SM INT F-THRU STD,411,320,74248,,180.84,, -   , -   , -   , -   , -   ,184.95, -   ,238.38, -   ,187.01, -   , -   ,,184.95,238.38
59168,BARIUM SWALLOW W/GI W/AIR CONT,411,320,74246,,180.84,,369.72,165.21,115.93,346.64,369.72,285.65,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
68144,CONTRAST XRAY UPPER GI TRACT,411,320,74246,,180.84,,369.72,165.21,115.93,346.64,369.72,285.65,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
74243,UGI WITH DOUBLE CONTRAST,411,320,74246,,180.84,,369.72,165.21,115.93,346.64,369.72,285.65,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
59164,BAR SWALLOW WITH GI SERIES,411,320,74240,,180.84,,369.72,165.21,115.93,346.64,369.72,252.94,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
68147,XRAY UPPER GI DELAY W/O KUB,411,320,74240,,180.84,,369.72,165.21,115.93,346.64,369.72,252.94,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
74240,UPPER GASTROINTESTINAL TR (UGI,411,320,74240,,180.84,,369.72,165.21,115.93,346.64,369.72,252.94,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
74257,UGI WITH GASTROGRAFIN,411,320,74240,,180.84,,369.72,165.21,115.93,346.64,369.72,252.94,165.62,238.38,165.62,187.01,407.43,168.93,,115.93,407.43
63424,SNU PROCEDURE,414,360,,,182.16,, -   , -   , -   , -   , -   ,186.3, -   ,240.12, -   ,188.37, -   , -   ,,186.3,240.12
64358,IV THERAPY NON-CHEMO 1 HR,416,450,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
90780,IV THERAPY NON-CHEMO 1 HR,416,940,96365,,183.04,,372.8,166.59,116.9,349.53,372.8,187.2,167,241.28,167,189.28,410.82,170.34,,116.9,410.82
67899,EXACTECH GPS DISPOSABLE KIT,418,272,,,183.92,, -   , -   , -   , -   , -   ,188.1, -   ,242.44, -   ,190.19, -   , -   ,,188.1,242.44
67472,DIGITAL MAMMO DX BILAT INC CAD,419,401,77066,,184.36,,252.15,112.67,79.07,236.4,252.15,188.55,112.95,243.02,112.95,190.65,277.86,115.21,,79.07,277.86
67472,DIGITAL MAMMO DX BILAT INC CAD,419,401,77066,,184.36,,252.15,112.67,79.07,236.4,252.15,188.55,112.95,243.02,112.95,190.65,277.86,115.21,,79.07,277.86
67473,ADAGIO DIG MAM DX BI INC CAD,419,401,77066,,184.36,,252.15,112.67,79.07,236.4,252.15,188.55,112.95,243.02,112.95,190.65,277.86,115.21,,79.07,277.86
67473,ADAGIO DIG MAM DX BI INC CAD,419,401,77066,,184.36,,252.15,112.67,79.07,236.4,252.15,188.55,112.95,243.02,112.95,190.65,277.86,115.21,,79.07,277.86
67474,VA DIG MAMMO DX BI INC CAD,419,401,77066,,184.36,,252.15,112.67,79.07,236.4,252.15,188.55,112.95,243.02,112.95,190.65,277.86,115.21,,79.07,277.86
55607,BARIUM SWALLOW WITH VI,421,320,74230,,185.24,,369.72,165.21,115.93,346.64,369.72,212.65,165.62,244.18,165.62,191.56,407.43,168.93,,115.93,407.43
64783,TERUMO COATED GUIDEWIR 018/260,422,272,C1769,,185.68,, -   , -   , -   , -   , -   ,189.9, -   ,244.76, -   ,192.01, -   , -   ,,189.9,244.76
55899,"CHILD,NOSE TO RECTUM, 1 FILM F",422,320,76010,,185.68,,161.94,72.36,50.78,151.83,161.94,87.94,72.54,244.76,72.54,192.01,178.45,73.99,,50.78,244.76
55899,"CHILD,NOSE TO RECTUM, 1 FILM F",422,320,76010,,185.68,,161.94,72.36,50.78,151.83,161.94,87.94,72.54,244.76,72.54,192.01,178.45,73.99,,50.78,244.76
55899,"CHILD,NOSE TO RECTUM, 1 FILM F",422,320,76010,,185.68,,161.94,72.36,50.78,151.83,161.94,87.94,72.54,244.76,72.54,192.01,178.45,73.99,,50.78,244.76
52732,CHEST DRAINAGE UNIT - ADULT/PE,425,270,,,187,, -   , -   , -   , -   , -   ,191.25, -   ,246.5, -   ,193.38, -   , -   ,,191.25,246.5
64342,"IV PUSH, EACH",426,450,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
64261,"IV PUSH, EACH",426,510,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
64261,"IV PUSH, EACH",426,510,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
65121,"IV EACH, PUSH w/MODIFIER",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
67536,"IV PUSH, EACH",426,940,96374,,187.44,,372.8,166.59,116.9,349.53,372.8,191.7,167,247.08,167,193.83,410.82,170.34,,116.9,410.82
52650,CHEST DRAINAGE UNIT - INFANT,432,270,,,190.08,, -   , -   , -   , -   , -   ,194.4, -   ,250.56, -   ,196.56, -   , -   ,,194.4,250.56
77437,CONTINUING MED PHYS SUPP,432,333,77336,,190.08,,256.86,114.77,80.54,240.82,256.86,319.02,115.06,250.56,115.06,196.56,283.05,117.36,,80.54,319.02
66375,SKIN SUB GRAFT T/A/L EA ADD 25,432,510,15272,,190.08,, -   , -   , -   , -   , -   ,194.4, -   ,250.56, -   ,196.56, -   , -   ,,194.4,250.56
66407,SKIN SUB GRAFT F/N/H/G ADD 25,432,510,15276,,190.08,, -   , -   , -   , -   , -   ,194.4, -   ,250.56, -   ,196.56, -   , -   ,,194.4,250.56
66407,SKIN SUB GRAFT F/N/H/G ADD 25,432,510,15276,,190.08,, -   , -   , -   , -   , -   ,194.4, -   ,250.56, -   ,196.56, -   , -   ,,194.4,250.56
66799,LC SKIN SUB GRAF F/N/H/G AD 25,432,510,C5276,,190.08,, -   , -   , -   , -   , -   ,194.4, -   ,250.56, -   ,196.56, -   , -   ,,194.4,250.56
13936,STEP DOWN RECOVERY 3 HRS TO 4,433,710,,,190.52,, -   , -   , -   , -   , -   ,194.85, -   ,251.14, -   ,197.02, -   , -   ,,194.85,251.14
65507,CHROM IN SITU HYBRID 25-99,435,319,88274,,191.4,,94.61,42.27,29.67,88.7,94.61,185.64,42.38,68,42.38,197.93,104.25,43.23,,29.67,197.93
66182,LOC GUIDE WIRE EXTENSION,436,272,C1769,,191.84,, -   , -   , -   , -   , -   ,196.2, -   ,252.88, -   ,198.38, -   , -   ,,196.2,252.88
66155,FINE NEEDLE ASPIRATION ADEQUE,436,311,88172,,191.84,,291.17,130.11,91.3,272.99,291.17,38.16,130.43,68,130.43,198.38,320.86,133.04,,38.16,320.86
67459,M PNEUMONIAE DNA PROBE,437,300,87581,,192.28,,78.33,35,24.56,73.44,78.33,193.13,35.09,28,35.09,198.84,86.32,35.79,,24.56,198.84
66932,PTIME GENE ANAL G20210 VARIANT,437,319,81240,,192.28,,146.64,65.53,45.98,137.49,146.64,196.65,65.69,68,65.69,198.84,161.6,67,,45.98,198.84
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
65065,PNEUMOTHORAX KIT,439,272,C1729,,193.16,, -   , -   , -   , -   , -   ,197.55, -   ,254.62, -   ,199.75, -   , -   ,,197.55,254.62
66043,CONSULT OR W/FROZEN SECTION,439,300,88331,,193.16,,291.17,130.11,91.3,272.99,291.17,79.49,130.43,28,130.43,199.75,320.86,133.04,,28,320.86
67128,HTLA TITER,439,300,86886,,193.16,,291.17,130.11,91.3,272.99,291.17,23.74,130.43,28,130.43,199.75,320.86,133.04,,23.74,320.86
67023,M/PHMTRC ALYS ISHQUANT/SEMIQ,439,312,88374,,193.16,,291.17,130.11,91.3,272.99,291.17,197.55,130.43,68,130.43,199.75,320.86,133.04,,68,320.86
53049,CONSULTATION,439,312,88323,,193.16,,100.37,44.85,31.47,94.1,100.37,30.58,44.96,68,44.96,199.75,110.6,45.86,,30.58,199.75
64038,DOPPLER VELOCIMETRY FETAL,439,402,76820,,193.16,,227.41,101.62,71.31,213.21,227.41,339.05,101.87,254.62,101.87,199.75,250.6,103.91,,71.31,339.05
64038,DOPPLER VELOCIMETRY FETAL,439,402,76820,,193.16,,227.41,101.62,71.31,213.21,227.41,339.05,101.87,254.62,101.87,199.75,250.6,103.91,,71.31,339.05
67714,AMNIOGUARD AGD1075,441,278,V2790,,194.04,, -   , -   , -   , -   , -   ,198.45, -   ,255.78, -   ,200.66, -   , -   ,,198.45,255.78
65429,LIPOPROTEIN PHOSPHORLIPASE A2,442,300,83698,,194.48,,103.38,46.2,32.42,96.93,103.38,198.9,46.31,28,46.31,201.11,113.92,47.24,,28,201.11
67206,RESPIRATORY VIRUS 3-5 TARGETS,442,300,87631,,194.48,,318.4,142.28,99.84,298.52,318.4,198.9,142.63,28,142.63,201.11,350.87,145.48,,28,350.87
67020,XRAY EXAM HIPS BILT 5 VIEWS,442,320,73523,,194.48,,227.41,101.62,71.31,213.21,227.41,198.9,101.87,256.36,101.87,201.11,250.6,103.91,,71.31,256.36
67020,XRAY EXAM HIPS BILT 5 VIEWS,442,320,73523,,194.48,,227.41,101.62,71.31,213.21,227.41,198.9,101.87,256.36,101.87,201.11,250.6,103.91,,71.31,256.36
67020,XRAY EXAM HIPS BILT 5 VIEWS,442,320,73523,,194.48,,227.41,101.62,71.31,213.21,227.41,198.9,101.87,256.36,101.87,201.11,250.6,103.91,,71.31,256.36
67020,XRAY EXAM HIPS BILT 5 VIEWS,442,320,73523,,194.48,,227.41,101.62,71.31,213.21,227.41,198.9,101.87,256.36,101.87,201.11,250.6,103.91,,71.31,256.36
55211,0-15 MIN,442,360,,,194.48,, -   , -   , -   , -   , -   ,198.9, -   ,256.36, -   ,201.11, -   , -   ,,198.9,256.36
64862,0-15 - SPC TIME,442,360,,,194.48,, -   , -   , -   , -   , -   ,198.9, -   ,256.36, -   ,201.11, -   , -   ,,198.9,256.36
64024,0-15 MIN - ENDO,442,750,,,194.48,, -   , -   , -   , -   , -   ,198.9, -   ,256.36, -   ,201.11, -   , -   ,,198.9,256.36
63802,WIREGUIDE STORQ 300,444,272,C1769,,195.36,, -   , -   , -   , -   , -   ,199.8, -   ,257.52, -   ,202.02, -   , -   ,,199.8,257.52
67069,MORPHOMETRIC ANALYSIS MANUAL,445,310,88377,,195.8,,291.17,130.11,91.3,272.99,291.17,200.25,130.43,68,130.43,202.48,320.86,133.04,,68,320.86
66767,LC SKIN SUB GRAFT T/A/L ADD 25,445,510,C5272,,195.8,, -   , -   , -   , -   , -   ,200.25, -   ,258.1, -   ,202.48, -   , -   ,,200.25,258.1
64113,FIBRIN SHEATH STRIPPING-TRANSF,448,320,75901,,197.12,, -   , -   , -   , -   , -   ,201.6, -   ,259.84, -   ,203.84, -   , -   ,,201.6,259.84
55633,EVENT RECORDER HOOKUP,448,731,93270,,197.12,,73.56,32.87,23.07,68.96,73.56,93.08,32.95,259.84,32.95,203.84,81.06,33.61,,23.07,259.84
68246,DREAMTONE,450,272,C1769,,198,, -   , -   , -   , -   , -   ,202.5, -   ,261, -   ,204.75, -   , -   ,,202.5,261
58894,HSV BY PCR,450,306,87529,,198,,78.33,35,24.56,73.44,78.33,206.81,35.09,28,35.09,204.75,86.32,35.79,,24.56,206.81
64543,SPECIAL PROCEDURE MINOR PROC,450,360,,,198,, -   , -   , -   , -   , -   ,202.5, -   ,261, -   ,204.75, -   , -   ,,202.5,261
64651,INJ PROC SIALOGRAPHY,450,361,42550,,198,, -   , -   , -   , -   , -   ,221.45, -   ,261, -   ,204.75, -   , -   ,,204.75,261
64993,INJ PROC EXTREMITY VENOGRAPHY,450,361,36005,,198,, -   , -   , -   , -   , -   ,220.79, -   ,261, -   ,204.75, -   , -   ,,204.75,261
64993,INJ PROC EXTREMITY VENOGRAPHY,450,361,36005,,198,, -   , -   , -   , -   , -   ,220.79, -   ,261, -   ,204.75, -   , -   ,,204.75,261
66830,EVALUATION OF SPEECH FLUENCY,450,444,92521,,198,,251.34,112.31,78.81,235.65,251.34,202.5,112.59,261,112.59,204.75,276.97,114.84,,78.81,276.97
66830,EVALUATION OF SPEECH FLUENCY,450,444,92521,,198,,251.34,112.31,78.81,235.65,251.34,202.5,112.59,261,112.59,204.75,276.97,114.84,,78.81,276.97
66862,EVAL SPEECH FLUEN PROSTHETIC,450,444,92521,,198,,251.34,112.31,78.81,235.65,251.34,202.5,112.59,261,112.59,204.75,276.97,114.84,,78.81,276.97
